,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,Unnamed: 1_level_1,Unnamed: 2_level_1,2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,,,878.0,13677.0,14272.0,11638.0,12151.0,13576.0
1,영업이익,,,-92.0,457.0,803.0,562.0,664.0,861.0
2,영업이익(발표기준),,,-92.0,457.0,803.0,,,
3,세전계속사업이익,,,-126.0,52.0,228.0,2252.0,389.0,498.0
4,당기순이익,,,-99.0,-164.0,50.0,1743.0,294.0,326.0
5,당기순이익(지배),,,-85.0,60.0,106.0,1724.0,299.0,338.0
6,당기순이익(비지배),,,-13.0,-224.0,-56.0,,,
7,자산총계,,,19124.0,19508.0,21317.0,22498.0,23063.0,23914.0
8,부채총계,,,11811.0,12252.0,14130.0,13635.0,13997.0,14665.0
9,자본총계,,,7314.0,7256.0,7187.0,8882.0,9125.0,9382.0
10,자본총계(지배),,,6966.0,6918.0,7156.0,9159.0,9373.0,9341.0
11,자본총계(비지배),,,348.0,,,,,
12,자본금,,,652.0,652.0,660.0,660.0,660.0,660.0
13,영업활동현금흐름,,,-107.0,674.0,1221.0,2529.0,1137.0,972.0
14,투자활동현금흐름,,,-87.0,-1460.0,-1007.0,-415.0,-582.0,-193.0
15,재무활동현금흐름,,,84.0,485.0,1172.0,80.0,75.0,-67.0
16,CAPEX,,,85.0,819.0,1267.0,520.0,536.0,170.0
17,FCF,,,-192.0,-146.0,-45.0,1493.0,566.0,755.0
18,이자발생부채,,,8882.0,9154.0,11304.0,,,
19,영업이익률,,,-10.45,3.34,5.63,4.83,5.46,6.34
20,순이익률,,,-11.25,-1.2,0.35,14.97,2.42,2.4
21,ROE(%),,,,0.87,1.51,21.13,3.23,3.61
22,ROA(%),,,,-0.85,0.25,7.95,1.29,1.39
23,부채비율,,,161.49,168.87,196.6,153.5,153.4,156.32
24,자본유보율,,,1010.43,1020.34,1003.2,,,
25,EPS(원),,,-655.0,462.0,807.0,13058.0,2267.0,2558.0
26,PER(배),,,,151.41,79.34,7.04,40.54,35.93
27,BPS(원),,,53425.0,53114.0,54268.0,69453.0,71079.0,70832.0
28,PBR(배),,,0.0,1.32,1.18,1.32,1.29,1.3
29,현금DPS(원),,,0.0,400.0,450.0,352.0,352.0,433.0
30,현금배당수익률,,,,0.57,0.7,0.38,0.38,0.47
31,현금배당성향(%),,,0.0,87.64,56.68,2.4,13.81,15.07
32,발행주식수(보통주),,,11579852.0,11579852.0,11741396.0,,,
