,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,7047.0,7262.0,6903.0,7075.0,7697.0,8259.0,8918.0,9521.0
1,영업이익,644.0,760.0,534.0,505.0,528.0,617.0,712.0,779.0
2,영업이익(발표기준),644.0,760.0,534.0,505.0,528.0,,,
3,세전계속사업이익,941.0,1978.0,471.0,-1731.0,387.0,438.0,542.0,657.0
4,당기순이익,666.0,1757.0,325.0,-1639.0,200.0,314.0,394.0,453.0
5,당기순이익(지배),479.0,1491.0,325.0,-1640.0,198.0,313.0,394.0,452.0
6,당기순이익(비지배),187.0,266.0,,1.0,2.0,,,
7,자산총계,12235.0,14022.0,14594.0,12419.0,13586.0,13728.0,14134.0,14483.0
8,부채총계,6209.0,5264.0,5452.0,5062.0,6117.0,5976.0,6048.0,6079.0
9,자본총계,6026.0,8759.0,9142.0,7358.0,7469.0,7752.0,8086.0,8404.0
10,자본총계(지배),5216.0,8759.0,9128.0,7342.0,7451.0,,,
11,자본총계(비지배),810.0,,15.0,,,,,
12,자본금,233.0,303.0,307.0,307.0,307.0,308.0,308.0,307.0
13,영업활동현금흐름,809.0,305.0,845.0,583.0,968.0,670.0,896.0,817.0
14,투자활동현금흐름,-1069.0,-669.0,-263.0,-751.0,-1161.0,-808.0,-802.0,-607.0
15,재무활동현금흐름,111.0,125.0,273.0,-561.0,-17.0,-46.0,-60.0,-60.0
16,CAPEX,969.0,645.0,250.0,251.0,449.0,404.0,393.0,286.0
17,FCF,-159.0,-341.0,595.0,332.0,518.0,92.0,320.0,210.0
18,이자발생부채,4298.0,3613.0,3985.0,3709.0,4685.0,,,
19,영업이익률,9.13,10.47,7.73,7.14,6.86,7.47,7.98,8.18
20,순이익률,9.45,24.19,4.71,-23.16,2.6,3.8,4.42,4.76
21,ROE(%),9.51,21.33,3.64,-19.91,2.67,,,
22,ROA(%),5.78,13.38,2.27,-12.13,1.54,2.3,2.83,3.17
23,부채비율,103.03,60.1,59.63,68.8,81.89,77.09,74.8,72.33
24,자본유보율,2764.41,3260.01,3331.15,2757.08,2778.6,,,
25,EPS(원),10011.0,28395.0,5310.0,-26714.0,3220.0,5099.0,6411.0,7364.0
26,PER(배),16.93,5.51,24.11,,33.39,17.63,14.02,12.21
27,BPS(원),107237.0,144762.0,148700.0,119609.0,121392.0,,,
28,PBR(배),1.58,1.08,0.86,0.91,0.89,,,
29,현금DPS(원),1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
30,현금배당수익률,0.59,0.64,0.78,0.92,0.93,1.11,1.11,1.11
31,현금배당성향(%),10.16,4.06,18.86,-3.74,31.06,19.61,15.6,13.58
32,발행주식수(보통주),4666791.0,6050313.0,6138228.0,6138294.0,6138297.0,,,
