,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,19864.0,14303.0,15171.0,15100.0,15385.0,14892.0,15239.0,15496.0
1,영업이익,2142.0,2578.0,2509.0,2469.0,2284.0,2348.0,2496.0,2589.0
2,영업이익(발표기준),2206.0,2618.0,2509.0,2469.0,2284.0,,,
3,세전계속사업이익,825.0,2163.0,1760.0,2002.0,1683.0,1908.0,2085.0,2202.0
4,당기순이익,771.0,1751.0,3012.0,1470.0,1316.0,1460.0,1588.0,1686.0
5,당기순이익(지배),769.0,1728.0,3021.0,1463.0,1311.0,1458.0,1585.0,1680.0
6,당기순이익(비지배),2.0,23.0,-8.0,7.0,5.0,,,
7,자산총계,29345.0,32162.0,35012.0,34293.0,33288.0,32772.0,32350.0,32088.0
8,부채총계,15862.0,14022.0,14801.0,14497.0,15263.0,15381.0,15566.0,15694.0
9,자본총계,13483.0,18140.0,20211.0,19796.0,18025.0,17390.0,16785.0,16394.0
10,자본총계(지배),12926.0,16889.0,19604.0,19349.0,18025.0,17323.0,16661.0,16205.0
11,자본총계(비지배),557.0,1251.0,606.0,,,,,
12,자본금,4015.0,4656.0,5054.0,5054.0,5054.0,5052.0,5052.0,5051.0
13,영업활동현금흐름,2742.0,1967.0,2983.0,3160.0,3660.0,3392.0,3578.0,3655.0
14,투자활동현금흐름,-127.0,-743.0,-2230.0,-1156.0,-763.0,-1174.0,-1199.0,-1061.0
15,재무활동현금흐름,-2649.0,511.0,47.0,-2569.0,-2651.0,-2101.0,-2494.0,-2418.0
16,CAPEX,648.0,759.0,1364.0,1355.0,997.0,1159.0,1110.0,1014.0
17,FCF,2093.0,1209.0,1619.0,1805.0,2663.0,2389.0,2706.0,2778.0
18,이자발생부채,9473.0,7210.0,8799.0,8969.0,9628.0,,,
19,영업이익률,10.79,18.03,16.54,16.35,14.85,15.77,16.38,16.71
20,순이익률,3.88,12.24,19.86,9.74,8.55,9.8,10.42,10.88
21,ROE(%),6.1,11.59,16.55,7.51,7.02,8.25,9.33,10.22
22,ROA(%),2.6,5.69,8.97,4.24,3.89,4.42,4.88,5.23
23,부채비율,117.65,77.3,73.23,73.23,84.68,88.45,92.73,95.73
24,자본유보율,233.57,272.29,289.06,285.85,266.2,,,
25,EPS(원),190.0,401.0,613.0,290.0,259.0,289.0,314.0,332.0
26,PER(배),17.06,7.38,6.08,21.73,21.86,17.57,16.17,15.26
27,BPS(원),3197.0,3628.0,3879.0,3828.0,3566.0,3428.0,3297.0,3206.0
28,PBR(배),1.01,0.82,0.96,1.64,1.59,1.48,1.54,1.58
29,현금DPS(원),0.0,32.0,214.0,370.0,420.0,440.0,441.0,447.0
30,현금배당수익률,0.0,1.08,5.74,5.88,7.41,8.68,8.7,8.81
31,현금배당성향(%),0.0,16.21,34.97,127.81,161.94,152.03,140.29,134.0
32,발행주식수(보통주),376140158.0,437394345.0,503859595.0,503859595.0,503859595.0,,,
