,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,99654.0,96739.0,118411.0,77434.0,65753.0,70964.0,75457.0,78766.0
1,영업이익,11386.0,13227.0,21858.0,18213.0,10241.0,15922.0,18912.0,20098.0
2,영업이익(발표기준),11380.0,13447.0,21858.0,18213.0,10241.0,,,
3,세전계속사업이익,10761.0,12905.0,27413.0,17732.0,10111.0,18312.0,18915.0,20168.0
4,당기순이익,9438.0,10913.0,24356.0,18829.0,11068.0,14842.0,16119.0,16883.0
5,당기순이익(지배),9442.0,10748.0,23959.0,18639.0,10799.0,14847.0,15847.0,16606.0
6,당기순이익(비지배),-4.0,165.0,397.0,190.0,268.0,,,
7,자산총계,181234.0,194894.0,216477.0,228359.0,224346.0,237455.0,249480.0,260889.0
8,부채총계,48152.0,52694.0,54682.0,46714.0,34136.0,36025.0,35649.0,34605.0
9,자본총계,133082.0,142201.0,161795.0,181645.0,190210.0,201430.0,213832.0,226284.0
10,자본총계(지배),129755.0,138744.0,160026.0,179987.0,188270.0,198830.0,210620.0,222160.0
11,자본총계(비지배),3327.0,3457.0,1770.0,,,,,
12,자본금,8794.0,8794.0,8794.0,8794.0,8794.0,8790.0,8790.0,8790.0
13,영업활동현금흐름,8863.0,8782.0,10584.0,4949.0,8187.0,12751.0,14140.0,13787.0
14,투자활동현금흐름,-3683.0,-3438.0,-6893.0,-6586.0,-340.0,575.0,-2713.0,-4600.0
15,재무활동현금흐름,-1452.0,-2754.0,-1398.0,-1264.0,-5088.0,-3974.0,-4626.0,-4003.0
16,CAPEX,2630.0,2745.0,2921.0,2635.0,623.0,1475.0,1445.0,1484.0
17,FCF,6233.0,6037.0,7663.0,2314.0,7564.0,13480.0,12864.0,16547.0
18,이자발생부채,19165.0,18776.0,13927.0,15195.0,11632.0,,,
19,영업이익률,11.43,13.67,18.46,23.52,15.57,22.44,25.06,25.52
20,순이익률,9.47,11.28,20.57,24.32,16.83,20.91,21.36,21.43
21,ROE(%),7.49,8.01,16.04,10.96,5.87,7.67,7.74,7.67
22,ROA(%),5.32,5.8,11.84,8.46,4.89,6.43,6.62,6.62
23,부채비율,36.18,37.06,33.8,25.72,17.95,17.88,16.67,15.29
24,자본유보율,1391.17,1496.2,1748.54,1980.32,2054.04,,,
25,EPS(원),5369.0,6111.0,13623.0,10598.0,6141.0,8442.0,9010.0,9442.0
26,PER(배),13.19,9.82,6.68,6.6,12.02,7.47,7.0,6.68
27,BPS(원),73820.0,78934.0,91042.0,102399.0,107111.0,113119.0,119826.0,126392.0
28,PBR(배),0.96,0.76,1.0,0.68,0.69,0.56,0.53,0.5
29,현금DPS(원),1300.0,1300.0,1300.0,2000.0,2200.0,2267.0,2367.0,2481.0
30,현금배당수익률,1.84,2.17,1.43,2.86,2.98,3.59,3.75,3.93
31,현금배당성향(%),24.22,21.28,9.54,18.87,35.82,26.34,25.77,25.78
32,발행주식수(보통주),172557131.0,172557131.0,172557131.0,172557131.0,172557131.0,,,
