,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,32517.0,37153.0,35147.0,47137.0,57173.0,47615.0,63314.0,70037.0
1,영업이익,772.0,790.0,731.0,2091.0,2959.0,-68.0,3134.0,3874.0
2,영업이익(발표기준),772.0,790.0,731.0,2091.0,2959.0,,,
3,세전계속사업이익,440.0,524.0,448.0,1470.0,2256.0,-595.0,2823.0,3442.0
4,당기순이익,185.0,278.0,253.0,1103.0,1694.0,-331.0,2119.0,2581.0
5,당기순이익(지배),185.0,278.0,253.0,1103.0,1697.0,-541.0,2048.0,2585.0
6,당기순이익(비지배),,,0.0,0.0,-3.0,,,
7,자산총계,21767.0,20410.0,22192.0,23037.0,35273.0,33745.0,35807.0,38305.0
8,부채총계,14328.0,13794.0,15510.0,15387.0,26077.0,25157.0,25369.0,25591.0
9,자본총계,7439.0,6615.0,6681.0,7651.0,9195.0,8584.0,10432.0,12707.0
10,자본총계(지배),7439.0,6615.0,6675.0,7644.0,9192.0,8513.0,10372.0,12684.0
11,자본총계(비지배),,,7.0,7.0,4.0,,,
12,자본금,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
13,영업활동현금흐름,1220.0,1208.0,2072.0,1539.0,4037.0,2050.0,3302.0,4036.0
14,투자활동현금흐름,-2040.0,1481.0,-1621.0,-1028.0,-926.0,-1459.0,-2398.0,-2388.0
15,재무활동현금흐름,2202.0,-2450.0,853.0,-2447.0,-872.0,-1056.0,-932.0,-895.0
16,CAPEX,1110.0,668.0,649.0,778.0,658.0,1316.0,1686.0,1925.0
17,FCF,110.0,540.0,1423.0,761.0,3379.0,53.0,2206.0,2368.0
18,이자발생부채,8582.0,7515.0,8701.0,6589.0,15615.0,,,
19,영업이익률,2.37,2.13,2.08,4.44,5.17,-0.14,4.95,5.53
20,순이익률,0.57,0.75,0.72,2.34,2.96,-0.69,3.35,3.69
21,ROE(%),2.51,3.96,3.81,15.41,20.16,-6.11,21.69,22.43
22,ROA(%),0.91,1.32,1.19,4.88,5.81,-0.96,6.09,6.97
23,부채비율,192.59,208.52,232.14,201.12,283.59,293.08,243.2,201.4
24,자본유보율,275.96,283.93,289.06,335.96,411.78,,,
25,EPS(원),462.0,696.0,632.0,2758.0,4243.0,-1353.0,5121.0,6463.0
26,PER(배),167.3,69.2,134.31,27.74,21.4,,15.47,12.25
27,BPS(원),18904.0,17476.0,17633.0,20194.0,24282.0,22490.0,27401.0,33508.0
28,PBR(배),4.09,2.76,4.81,3.79,3.74,3.52,2.89,2.36
29,현금DPS(원),350.0,350.0,350.0,350.0,350.0,308.0,323.0,350.0
30,현금배당수익률,0.45,0.73,0.41,0.46,0.39,0.39,0.41,0.44
31,현금배당성향(%),74.73,47.74,52.54,12.04,7.83,-22.31,6.19,5.31
32,발행주식수(보통주),39248121.0,39248121.0,39248121.0,39248121.0,39248121.0,,,
