,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,202066.0,206593.0,256980.0,281830.0,286250.0,308377.0,365370.0,407478.0
1,영업이익,18236.0,19919.0,29285.0,22461.0,8956.0,13261.0,21443.0,25970.0
2,영업이익(발표기준),18236.0,19919.0,29285.0,22461.0,8956.0,,,
3,세전계속사업이익,15496.0,16598.0,25639.0,19400.0,5606.0,10415.0,18097.0,22575.0
4,당기순이익,11485.0,12810.0,20220.0,15193.0,3761.0,7254.0,13675.0,17140.0
5,당기순이익(지배),11530.0,12811.0,19453.0,14726.0,3134.0,6740.0,12832.0,16116.0
6,당기순이익(비지배),-45.0,-1.0,767.0,467.0,627.0,,,
7,자산총계,185787.0,204871.0,250412.0,289441.0,340244.0,374936.0,411353.0,444009.0
8,부채총계,54752.0,64361.0,87026.0,116220.0,166406.0,195778.0,221886.0,240632.0
9,자본총계,131035.0,140510.0,163386.0,173221.0,173838.0,179157.0,189468.0,203377.0
10,자본총계(지배),129915.0,139374.0,161685.0,170830.0,170050.0,175316.0,185214.0,198381.0
11,자본총계(비지배),1121.0,1136.0,1700.0,,,,,
12,자본금,3695.0,3695.0,3914.0,3914.0,3914.0,3912.0,3912.0,3911.0
13,영업활동현금흐름,31721.0,25167.0,31807.0,21250.0,31211.0,33313.0,39898.0,45774.0
14,투자활동현금흐름,-16978.0,-17368.0,-16404.0,-36390.0,-61114.0,-47196.0,-42283.0,-42538.0
15,재무활동현금흐름,-7575.0,-10073.0,-7365.0,17938.0,23006.0,25069.0,12546.0,5384.0
16,CAPEX,16334.0,13985.0,22526.0,42194.0,62382.0,47568.0,42531.0,42010.0
17,FCF,15387.0,11182.0,9281.0,-20944.0,-31171.0,-18220.0,-4501.0,1301.0
18,이자발생부채,26587.0,28906.0,30449.0,53211.0,84143.0,,,
19,영업이익률,9.03,9.64,11.4,7.97,3.13,4.3,5.87,6.37
20,순이익률,5.68,6.2,7.87,5.39,1.31,2.35,3.74,4.21
21,ROE(%),9.18,9.52,12.92,8.86,1.84,3.9,7.12,8.4
22,ROA(%),6.26,6.56,8.88,5.63,1.2,2.03,3.48,4.01
23,부채비율,41.78,45.8,53.26,67.09,95.73,109.28,117.11,118.32
24,자본유보율,3434.44,3686.21,4167.96,4412.01,4362.05,,,
25,EPS(원),15602.0,17336.0,24854.0,18812.0,4003.0,8610.0,16392.0,20588.0
26,PER(배),21.06,15.06,16.3,18.45,79.31,45.35,23.82,18.97
27,BPS(원),176671.0,192955.0,211043.0,222980.0,221961.0,228835.0,241755.0,258942.0
28,PBR(배),1.86,1.35,1.92,1.56,1.43,1.71,1.62,1.51
29,현금DPS(원),4500.0,5000.0,6000.0,6000.0,2000.0,3004.0,4077.0,4727.0
30,현금배당수익률,1.37,1.92,1.48,1.73,0.63,0.77,1.04,1.21
31,현금배당성향(%),28.73,28.73,23.65,31.24,49.02,31.46,22.43,20.7
32,발행주식수(보통주),66271100.0,66271100.0,70592343.0,70592343.0,70592343.0,,,
