,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,9458.0,17241.0,18330.0,15968.0,9641.0,13082.0,15407.0,17476.0
1,영업이익,1145.0,3048.0,3245.0,3802.0,662.0,2085.0,2710.0,3232.0
2,영업이익(발표기준),1145.0,3048.0,3245.0,3802.0,662.0,,,
3,세전계속사업이익,1295.0,2867.0,2749.0,3348.0,655.0,1936.0,2483.0,2998.0
4,당기순이익,1013.0,2140.0,1950.0,2438.0,743.0,1340.0,1824.0,2206.0
5,당기순이익(지배),1018.0,2123.0,1952.0,2452.0,661.0,1211.0,1597.0,1932.0
6,당기순이익(비지배),-5.0,17.0,-2.0,-14.0,82.0,,,
7,자산총계,18448.0,20744.0,22722.0,21827.0,28838.0,30195.0,32129.0,35085.0
8,부채총계,12479.0,11348.0,11661.0,10749.0,16102.0,16991.0,17501.0,18682.0
9,자본총계,5968.0,9396.0,11060.0,11078.0,12736.0,13204.0,14628.0,16403.0
10,자본총계(지배),5587.0,8999.0,10647.0,10667.0,10983.0,11505.0,12780.0,14460.0
11,자본총계(비지배),381.0,397.0,413.0,,,,,
12,자본금,136.0,154.0,154.0,154.0,154.0,151.0,151.0,151.0
13,영업활동현금흐름,-1808.0,1059.0,1113.0,2561.0,-1172.0,1233.0,1919.0,2332.0
14,투자활동현금흐름,-643.0,-1483.0,-1379.0,-1909.0,-386.0,-3.0,-595.0,-644.0
15,재무활동현금흐름,3492.0,653.0,506.0,-1059.0,2579.0,28.0,-50.0,-56.0
16,CAPEX,683.0,1466.0,835.0,787.0,243.0,380.0,394.0,385.0
17,FCF,-2490.0,-407.0,278.0,1775.0,-1415.0,2529.0,2054.0,2303.0
18,이자발생부채,7963.0,7429.0,8235.0,7501.0,10850.0,,,
19,영업이익률,12.11,17.68,17.71,23.81,6.87,15.94,17.59,18.49
20,순이익률,10.71,12.41,10.64,15.27,7.7,10.24,11.84,12.62
21,ROE(%),20.66,29.12,19.87,23.01,6.1,10.77,13.15,14.18
22,ROA(%),6.59,10.92,8.97,10.95,2.93,4.54,5.85,6.56
23,부채비율,209.1,120.77,105.44,97.03,126.44,128.68,119.64,113.9
24,자본유보율,3999.78,5743.62,6810.79,6785.76,6959.62,,,
25,EPS(원),3822.0,7340.0,6343.0,7952.0,2139.0,3920.0,5168.0,6253.0
26,PER(배),11.64,6.07,5.49,3.85,15.4,7.86,5.96,4.93
27,BPS(원),20488.0,29294.0,34576.0,34612.0,35591.0,37790.0,41978.0,47496.0
28,PBR(배),2.17,1.52,1.01,0.89,0.93,0.82,0.73,0.65
29,현금DPS(원),500.0,1000.0,1100.0,1200.0,700.0,1067.0,1133.0,1133.0
30,현금배당수익률,1.12,2.24,3.16,3.92,2.12,3.46,3.68,3.68
31,현금배당성향(%),13.39,14.47,17.35,15.08,32.7,27.21,21.93,18.13
32,발행주식수(보통주),27270147.0,30718467.0,30827281.0,30853371.0,30892606.0,,,
