,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS별도),2016/12  (IFRS별도),2017/12  (IFRS별도),2018/12  (IFRS별도),2019/12  (IFRS별도),2020/12(E)  (IFRS별도),2021/12(E)  (IFRS별도),2022/12(E)  (IFRS별도)
0,매출액,3632.0,3789.0,3487.0,3396.0,3841.0,3596.0,3607.0,3775.0
1,영업이익,525.0,534.0,249.0,205.0,352.0,387.0,396.0,414.0
2,영업이익(발표기준),525.0,534.0,249.0,205.0,352.0,,,
3,세전계속사업이익,36.0,-1345.0,669.0,-277.0,435.0,477.0,364.0,382.0
4,당기순이익,-110.0,-1500.0,615.0,-294.0,413.0,375.0,277.0,290.0
5,당기순이익(지배),-110.0,-1500.0,615.0,-294.0,413.0,375.0,277.0,290.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,5051.0,5199.0,4961.0,5489.0,5602.0,5714.0,5863.0,6037.0
8,부채총계,4741.0,3769.0,2868.0,3725.0,3556.0,3461.0,3502.0,3554.0
9,자본총계,310.0,1430.0,2093.0,1764.0,2046.0,2253.0,2361.0,2483.0
10,자본총계(지배),310.0,1430.0,2093.0,1764.0,2046.0,2253.0,2361.0,2483.0
11,자본총계(비지배),,,,,,,,
12,자본금,438.0,838.0,838.0,838.0,841.0,841.0,841.0,841.0
13,영업활동현금흐름,774.0,710.0,241.0,218.0,409.0,575.0,447.0,459.0
14,투자활동현금흐름,-353.0,-543.0,-25.0,-519.0,-198.0,-319.0,-322.0,-337.0
15,재무활동현금흐름,-282.0,-131.0,-404.0,399.0,-264.0,-168.0,-168.0,-168.0
16,CAPEX,67.0,176.0,110.0,123.0,288.0,270.0,271.0,283.0
17,FCF,707.0,534.0,131.0,94.0,121.0,57.0,177.0,176.0
18,이자발생부채,862.0,980.0,576.0,2119.0,2039.0,,,
19,영업이익률,14.46,14.09,7.14,6.02,9.17,10.76,10.98,10.97
20,순이익률,-3.02,-39.59,17.64,-8.64,10.76,10.43,7.68,7.68
21,ROE(%),-25.28,-172.43,34.91,-15.22,21.69,17.45,12.01,11.97
22,ROA(%),-2.25,-29.26,12.11,-5.62,7.45,6.63,4.78,4.87
23,부채비율,1531.3,263.57,136.98,211.18,173.79,153.62,148.33,143.13
24,자본유보율,36.94,90.08,169.26,110.41,145.69,,,
25,EPS(원),-1254.0,-13416.0,3670.0,-1752.0,2458.0,2229.0,1647.0,1724.0
26,PER(배),,,4.16,,12.39,13.32,18.04,17.23
27,BPS(원),3636.0,8533.0,12492.0,10526.0,12164.0,13394.0,14036.0,14761.0
28,PBR(배),5.34,3.23,1.22,4.0,2.5,2.22,2.12,2.01
29,현금DPS(원),0.0,0.0,0.0,800.0,1000.0,1000.0,1000.0,1000.0
30,현금배당수익률,0.0,0.0,0.0,1.9,3.28,3.37,3.37,3.37
31,현금배당성향(%),0.0,0.0,0.0,-45.67,40.71,44.86,60.73,58.0
32,발행주식수(보통주),8754954.0,16758544.0,16758544.0,16758544.0,16821290.0,,,
