,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,8158.0,9671.0,25303.0,29546.0,34504.0,32183.0,34603.0,36028.0
1,영업이익,806.0,118.0,2175.0,3571.0,4707.0,3580.0,4596.0,4961.0
2,영업이익(발표기준),806.0,118.0,2175.0,3571.0,4707.0,,,
3,세전계속사업이익,-1756.0,4311.0,1818.0,3371.0,4713.0,3589.0,4736.0,5191.0
4,당기순이익,-1333.0,3111.0,1081.0,2100.0,3381.0,2607.0,3482.0,3882.0
5,당기순이익(지배),-1328.0,3233.0,624.0,1435.0,2668.0,2141.0,2831.0,3087.0
6,당기순이익(비지배),-5.0,-122.0,457.0,665.0,714.0,,,
7,자산총계,9789.0,33849.0,30789.0,33043.0,37702.0,38808.0,41997.0,44732.0
8,부채총계,4998.0,20828.0,18446.0,17978.0,19693.0,18241.0,18199.0,17934.0
9,자본총계,4791.0,13022.0,12343.0,15065.0,18009.0,20567.0,23798.0,26798.0
10,자본총계(지배),4799.0,8576.0,7990.0,9917.0,12497.0,14646.0,17375.0,19884.0
11,자본총계(비지배),-8.0,4446.0,4353.0,,,,,
12,자본금,565.0,570.0,611.0,611.0,611.0,610.0,610.0,610.0
13,영업활동현금흐름,274.0,-35.0,300.0,2746.0,3191.0,3031.0,3539.0,4011.0
14,투자활동현금흐름,-613.0,-2691.0,-516.0,-246.0,-359.0,-592.0,-811.0,-722.0
15,재무활동현금흐름,175.0,3701.0,222.0,-2144.0,-1902.0,-986.0,-653.0,-1202.0
16,CAPEX,132.0,233.0,393.0,847.0,467.0,546.0,580.0,548.0
17,FCF,142.0,-268.0,-94.0,1899.0,2724.0,1837.0,2120.0,3464.0
18,이자발생부채,3140.0,11908.0,11466.0,9832.0,10637.0,,,
19,영업이익률,9.88,1.22,8.59,12.09,13.64,11.12,13.28,13.77
20,순이익률,-16.34,32.17,4.27,7.11,9.8,8.1,10.06,10.78
21,ROE(%),-25.21,48.35,7.53,16.03,23.8,15.78,17.68,16.57
22,ROA(%),-13.19,14.26,3.35,6.58,9.56,6.82,8.62,8.95
23,부채비율,104.33,159.95,149.44,119.34,109.35,88.69,76.47,66.92
24,자본유보율,707.92,1351.13,1304.79,1538.42,1959.88,,,
25,EPS(원),-2399.0,5684.0,1030.0,2349.0,4365.0,3521.0,4660.0,5081.0
26,PER(배),,2.48,15.85,22.78,12.14,10.92,8.25,7.57
27,BPS(원),8488.0,15035.0,13074.0,16226.0,20545.0,24341.0,28879.0,33048.0
28,PBR(배),2.22,0.94,1.25,3.3,2.58,1.58,1.33,1.16
29,현금DPS(원),50.0,50.0,50.0,50.0,219.0,234.0,270.0,293.0
30,현금배당수익률,0.26,0.35,0.31,0.09,0.41,0.61,0.7,0.76
31,현금배당성향(%),-2.13,0.88,4.9,2.13,4.99,6.64,5.79,5.77
32,발행주식수(보통주),56540070.0,57040070.0,61115070.0,61115070.0,61115070.0,,,
