,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,7082.0,7409.0,7624.0,8140.0,8752.0,9284.0,9484.0,9868.0
1,영업이익,531.0,680.0,671.0,801.0,848.0,936.0,988.0,1075.0
2,영업이익(발표기준),531.0,680.0,671.0,801.0,848.0,,,
3,세전계속사업이익,969.0,645.0,534.0,629.0,876.0,882.0,948.0,1039.0
4,당기순이익,709.0,485.0,411.0,360.0,675.0,756.0,774.0,832.0
5,당기순이익(지배),759.0,499.0,396.0,361.0,676.0,758.0,776.0,834.0
6,당기순이익(비지배),-50.0,-14.0,15.0,-1.0,-1.0,,,
7,자산총계,10368.0,10468.0,11131.0,11119.0,10763.0,11450.0,12123.0,12866.0
8,부채총계,4296.0,4150.0,4637.0,4564.0,3675.0,3716.0,3734.0,3766.0
9,자본총계,6072.0,6317.0,6495.0,6554.0,7088.0,7734.0,8390.0,9099.0
10,자본총계(지배),5996.0,6277.0,6515.0,6576.0,7110.0,,,
11,자본총계(비지배),76.0,40.0,-20.0,,,,,
12,자본금,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0
13,영업활동현금흐름,-36.0,1829.0,-190.0,550.0,725.0,1000.0,1186.0,1133.0
14,투자활동현금흐름,255.0,-963.0,-899.0,-483.0,-150.0,-544.0,-672.0,-616.0
15,재무활동현금흐름,-369.0,-426.0,776.0,-238.0,-922.0,-116.0,-120.0,-124.0
16,CAPEX,246.0,1403.0,1005.0,732.0,458.0,490.0,614.0,556.0
17,FCF,-282.0,426.0,-1195.0,-183.0,267.0,490.0,551.0,554.0
18,이자발생부채,3343.0,3151.0,3902.0,3774.0,3064.0,,,
19,영업이익률,7.49,9.19,8.8,9.84,9.69,10.08,10.42,10.89
20,순이익률,10.01,6.54,5.39,4.42,7.71,8.15,8.17,8.43
21,ROE(%),13.49,8.13,6.19,5.52,9.87,,,
22,ROA(%),7.59,4.65,3.8,3.23,6.17,6.81,6.57,6.65
23,부채비율,70.76,65.7,71.39,69.64,51.84,48.05,44.5,41.39
24,자본유보율,1187.99,1272.16,1338.51,1468.23,1604.05,,,
25,EPS(원),8536.0,5609.0,4454.0,4062.0,7600.0,8527.0,8723.0,9381.0
26,PER(배),5.35,7.97,10.45,10.34,6.15,4.93,4.82,4.48
27,BPS(원),67454.0,70621.0,73290.0,73967.0,79982.0,,,
28,PBR(배),0.68,0.63,0.64,0.57,0.58,,,
29,현금DPS(원),1100.0,1100.0,1100.0,1100.0,1200.0,1350.0,1400.0,1450.0
30,현금배당수익률,2.41,2.46,2.36,2.62,2.57,3.21,3.33,3.45
31,현금배당성향(%),12.89,19.61,24.7,27.08,15.79,15.83,16.05,15.46
32,발행주식수(보통주),8889843.0,8889843.0,8889843.0,8889843.0,8889843.0,,,
