,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,46026.0,47499.0,15210.0,15478.0,16167.0,16070.0,16240.0,
1,영업이익,3895.0,5172.0,856.0,954.0,1281.0,1155.0,1296.0,
2,영업이익(발표기준),3895.0,5172.0,856.0,954.0,1281.0,,,
3,세전계속사업이익,3243.0,4595.0,484.0,1141.0,3077.0,2686.0,2863.0,
4,당기순이익,2386.0,3310.0,4137.0,9313.0,2751.0,2041.0,2176.0,
5,당기순이익(지배),2168.0,3067.0,3896.0,9171.0,2566.0,1878.0,2002.0,
6,당기순이익(비지배),218.0,242.0,240.0,142.0,185.0,,,
7,자산총계,55101.0,57846.0,65394.0,34097.0,42090.0,46716.0,47811.0,
8,부채총계,30391.0,30297.0,35770.0,12963.0,18504.0,21332.0,20493.0,
9,자본총계,24710.0,27549.0,29625.0,21134.0,23585.0,25384.0,27319.0,
10,자본총계(지배),23576.0,26220.0,28034.0,19217.0,21585.0,23221.0,24981.0,
11,자본총계(비지배),1134.0,1329.0,1591.0,,,,,
12,자본금,3769.0,3769.0,3769.0,2987.0,2987.0,2987.0,2987.0,
13,영업활동현금흐름,10284.0,8398.0,4532.0,1279.0,1700.0,-1401.0,337.0,
14,투자활동현금흐름,-643.0,-890.0,-2290.0,-1322.0,-4086.0,-1692.0,-152.0,
15,재무활동현금흐름,-6645.0,-1458.0,-976.0,-9985.0,1017.0,1985.0,-111.0,
16,CAPEX,239.0,498.0,2112.0,964.0,1668.0,50.0,30.0,
17,FCF,10045.0,7899.0,2421.0,316.0,32.0,,,
18,이자발생부채,12989.0,11987.0,13169.0,7649.0,12271.0,,,
19,영업이익률,8.46,10.89,5.63,6.17,7.92,7.19,7.98,
20,순이익률,5.18,6.97,27.2,60.17,17.02,12.7,13.4,
21,ROE(%),9.55,12.32,14.36,38.82,12.58,8.38,8.31,
22,ROA(%),4.17,5.86,6.71,18.72,7.22,4.6,4.6,
23,부채비율,122.99,109.97,120.74,61.34,78.46,84.04,75.01,
24,자본유보율,556.11,627.3,717.2,1268.89,1351.35,,,
25,EPS(원),2876.0,4069.0,5169.0,16984.0,4295.0,3144.0,3351.0,
26,PER(배),14.15,11.58,7.82,1.02,2.57,3.02,2.83,
27,BPS(원),32039.0,35632.0,40000.0,33408.0,37525.0,42357.0,45567.0,
28,PBR(배),1.27,1.32,1.01,0.52,0.29,0.22,0.21,
29,현금DPS(원),500.0,700.0,1000.0,150.0,200.0,,,
30,현금배당수익률,1.23,1.49,2.47,0.87,1.81,,,
31,현금배당성향(%),16.97,16.79,17.99,0.94,4.48,,,
32,발행주식수(보통주),75384180.0,75384180.0,75384180.0,59741721.0,59741721.0,,,
