,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,7996.0,8132.0,8147.0,8552.0,8783.0,9382.0,9660.0,9940.0
1,영업이익,317.0,372.0,347.0,393.0,458.0,506.0,525.0,585.0
2,영업이익(발표기준),317.0,372.0,347.0,393.0,458.0,,,
3,세전계속사업이익,324.0,370.0,481.0,444.0,531.0,570.0,595.0,660.0
4,당기순이익,247.0,287.0,296.0,342.0,411.0,440.0,455.0,505.0
5,당기순이익(지배),247.0,287.0,296.0,342.0,411.0,410.0,455.0,505.0
6,당기순이익(비지배),0.0,0.0,0.0,0.0,0.0,,,
7,자산총계,6170.0,6238.0,6356.0,6539.0,6849.0,7215.0,7510.0,7850.0
8,부채총계,998.0,1020.0,1068.0,1089.0,1138.0,1200.0,1180.0,1160.0
9,자본총계,5172.0,5218.0,5288.0,5451.0,5711.0,6015.0,6330.0,6690.0
10,자본총계(지배),5172.0,5218.0,5288.0,5451.0,5711.0,5985.0,6295.0,6655.0
11,자본총계(비지배),0.0,0.0,0.0,,,,,
12,자본금,498.0,498.0,498.0,498.0,498.0,500.0,500.0,500.0
13,영업활동현금흐름,647.0,656.0,419.0,726.0,628.0,595.0,645.0,650.0
14,투자활동현금흐름,-419.0,-500.0,-284.0,-515.0,-309.0,-280.0,-420.0,-435.0
15,재무활동현금흐름,-138.0,-112.0,-111.0,-117.0,-178.0,-380.0,-135.0,-115.0
16,CAPEX,260.0,260.0,230.0,211.0,275.0,235.0,235.0,245.0
17,FCF,387.0,396.0,188.0,515.0,353.0,,,
18,이자발생부채,1.0,,0.0,0.0,90.0,,,
19,영업이익률,3.96,4.58,4.26,4.6,5.21,5.4,5.44,5.88
20,순이익률,3.09,3.53,3.64,4.0,4.67,4.69,4.71,5.08
21,ROE(%),4.94,5.53,5.64,6.37,7.36,7.01,7.41,7.8
22,ROA(%),4.14,4.63,4.7,5.3,6.13,6.26,6.18,6.58
23,부채비율,19.3,19.55,20.19,19.97,19.92,19.95,18.64,17.34
24,자본유보율,928.98,967.75,1003.32,1043.83,1096.86,,,
25,EPS(원),2512.0,2916.0,3006.0,3472.0,4168.0,4162.0,4619.0,5126.0
26,PER(배),27.27,21.88,20.99,20.88,13.44,15.16,13.66,12.31
27,BPS(원),58490.0,59010.0,59812.0,61647.0,64595.0,67690.0,71196.0,75267.0
28,PBR(배),1.17,1.08,1.05,1.18,0.87,0.93,0.89,0.84
29,현금DPS(원),1250.0,1250.0,1250.0,1350.0,1450.0,1425.0,1475.0,1475.0
30,현금배당수익률,1.82,1.96,1.98,1.86,2.59,2.26,2.34,2.34
31,현금배당성향(%),44.67,38.47,37.32,34.9,31.22,34.24,31.94,28.77
32,발행주식수(보통주),9851241.0,9851241.0,9851241.0,9851241.0,9851241.0,,,
