,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,22992.0,22642.0,22793.0,23463.0,24295.0,24025.0,24799.0,25376.0
1,영업이익,1429.0,1463.0,754.0,850.0,1077.0,1008.0,1219.0,1339.0
2,영업이익(발표기준),1429.0,1488.0,754.0,850.0,1077.0,,,
3,세전계속사업이익,979.0,1260.0,2293.0,-689.0,-1379.0,503.0,735.0,846.0
4,당기순이익,1003.0,691.0,1215.0,-500.0,-1440.0,360.0,531.0,608.0
5,당기순이익(지배),996.0,693.0,1346.0,-480.0,-1424.0,363.0,533.0,625.0
6,당기순이익(비지배),7.0,-2.0,-131.0,-20.0,-16.0,,,
7,자산총계,43820.0,46505.0,34869.0,33113.0,32565.0,32922.0,33395.0,33822.0
8,부채총계,20194.0,22778.0,21741.0,20739.0,20285.0,20794.0,20954.0,21013.0
9,자본총계,23626.0,23727.0,13128.0,12374.0,12280.0,12128.0,12441.0,12808.0
10,자본총계(지배),23361.0,23467.0,13128.0,12273.0,12121.0,11940.0,12220.0,12645.0
11,자본총계(비지배),265.0,260.0,,,,,,
12,자본금,68.0,68.0,44.0,44.0,44.0,41.0,41.0,42.0
13,영업활동현금흐름,2751.0,1909.0,1447.0,859.0,1341.0,2360.0,2451.0,2442.0
14,투자활동현금흐름,-3215.0,-3413.0,-1569.0,-1410.0,-1342.0,-1335.0,-1186.0,-1333.0
15,재무활동현금흐름,1492.0,2659.0,-1531.0,1.0,1019.0,106.0,-89.0,79.0
16,CAPEX,2593.0,3519.0,2591.0,1387.0,1531.0,1213.0,1083.0,1188.0
17,FCF,158.0,-1609.0,-1144.0,-528.0,-191.0,936.0,1076.0,716.0
18,이자발생부채,11423.0,14237.0,13565.0,14137.0,15164.0,,,
19,영업이익률,6.21,6.46,3.31,3.62,4.43,4.2,4.92,5.28
20,순이익률,4.36,3.05,5.33,-2.13,-5.93,1.5,2.14,2.4
21,ROE(%),4.32,2.96,7.36,-3.78,-11.68,3.02,4.41,5.03
22,ROA(%),2.37,1.53,2.99,-1.47,-4.38,1.1,1.6,1.81
23,부채비율,85.47,96.0,165.61,167.6,165.19,171.45,168.43,164.06
24,자본유보율,29246.24,29827.21,49030.42,47577.77,43586.75,,,
25,EPS(원),7340.0,5107.0,10766.0,-5480.0,-16243.0,4144.0,6076.0,7128.0
26,PER(배),,,12.34,,,24.98,17.03,14.52
27,BPS(원),172128.0,172911.0,159898.0,149481.0,147638.0,145426.0,148835.0,154013.0
28,PBR(배),12.77,8.36,0.83,0.94,0.95,0.71,0.7,0.67
29,현금DPS(원),920.0,1000.0,3300.0,2700.0,2700.0,2711.0,2722.0,2738.0
30,현금배당수익률,0.04,0.07,0.25,0.19,1.93,2.62,2.63,2.64
31,현금배당성향(%),12.54,19.59,20.13,-46.14,-15.57,59.64,40.84,35.01
32,발행주식수(보통주),12372030.0,12372030.0,7993460.0,7993460.0,7993460.0,,,
