,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,34144.0,34905.0,38640.0,30810.0,27196.0,46295.0,48601.0,49484.0
1,영업이익,3092.0,3266.0,3298.0,2009.0,1332.0,2594.0,3056.0,3250.0
2,영업이익(발표기준),3092.0,3266.0,3298.0,2009.0,1332.0,,,
3,세전계속사업이익,2507.0,2320.0,939.0,-671.0,-1955.0,1017.0,2418.0,2232.0
4,당기순이익,1851.0,1530.0,423.0,-231.0,-2219.0,768.0,1812.0,1675.0
5,당기순이익(지배),1836.0,1523.0,418.0,-236.0,-2225.0,697.0,1553.0,1500.0
6,당기순이익(비지배),15.0,6.0,5.0,5.0,6.0,,,
7,자산총계,86684.0,91624.0,95438.0,89654.0,93822.0,125495.0,128760.0,133537.0
8,부채총계,27998.0,31954.0,36775.0,32241.0,49290.0,76880.0,78902.0,81190.0
9,자본총계,58687.0,59669.0,58663.0,57413.0,44532.0,48615.0,49858.0,52347.0
10,자본총계(지배),58579.0,59560.0,58552.0,57300.0,44519.0,44774.0,45894.0,46110.0
11,자본총계(비지배),107.0,110.0,110.0,,,,,
12,자본금,564.0,564.0,564.0,564.0,564.0,507.0,507.0,520.0
13,영업활동현금흐름,954.0,4311.0,3329.0,5390.0,2748.0,-9344.0,6232.0,3706.0
14,투자활동현금흐름,-8647.0,-4980.0,-6585.0,-503.0,-7163.0,-6786.0,-857.0,-2758.0
15,재무활동현금흐름,4639.0,2019.0,1416.0,-5238.0,5672.0,13860.0,-1483.0,-1694.0
16,CAPEX,3603.0,2905.0,4223.0,2360.0,3624.0,2707.0,3313.0,3872.0
17,FCF,-2649.0,1406.0,-894.0,3030.0,-876.0,-8086.0,2732.0,1942.0
18,이자발생부채,16450.0,20005.0,22486.0,18757.0,25095.0,,,
19,영업이익률,9.06,9.36,8.54,6.52,4.9,5.6,6.29,6.57
20,순이익률,5.42,4.38,1.09,-0.75,-8.16,1.66,3.73,3.38
21,ROE(%),3.04,2.58,0.71,-0.41,-4.37,1.56,3.43,3.26
22,ROA(%),2.14,1.72,0.45,-0.25,-2.42,0.7,1.43,1.28
23,부채비율,47.71,53.55,62.69,56.16,110.68,158.14,158.25,155.1
24,자본유보율,8559.48,8696.07,10675.74,10476.26,9923.37,,,
25,EPS(원),17443.0,14430.0,3958.0,-2233.0,-21079.0,7843.0,17476.0,16874.0
26,PER(배),23.93,24.91,96.26,,,18.3,8.21,8.5
27,BPS(원),595712.0,605683.0,595438.0,582704.0,452732.0,548466.0,562186.0,564838.0
28,PBR(배),0.7,0.59,0.64,0.53,0.52,0.26,0.26,0.25
29,현금DPS(원),9000.0,9000.0,9000.0,9000.0,5500.0,5000.0,5000.0,5000.0
30,현금배당수익률,2.16,2.5,2.36,2.91,2.36,3.48,3.48,3.48
31,현금배당성향(%),48.19,58.1,211.8,-375.41,-24.3,63.72,28.61,29.63
32,발행주식수(보통주),10556513.0,10556513.0,10556513.0,10556513.0,10556513.0,,,
