,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,159562.0,170672.0,178553.0,174545.0,186761.0,116400.0,116930.0,118510.0
1,영업이익,5662.0,7261.0,8679.0,7207.0,5116.0,5630.0,6700.0,8220.0
2,영업이익(발표기준),5662.0,7261.0,8679.0,7207.0,5116.0,,,
3,세전계속사업이익,5455.0,7037.0,8893.0,7353.0,5243.0,5983.0,6767.0,7567.0
4,당기순이익,4304.0,5338.0,6692.0,5378.0,3823.0,4420.0,4993.0,5580.0
5,당기순이익(지배),4188.0,5237.0,6611.0,5325.0,3776.0,4470.0,5010.0,5340.0
6,당기순이익(비지배),116.0,101.0,80.0,52.0,46.0,,,
7,자산총계,400184.0,448634.0,483756.0,509291.0,557778.0,543920.0,572383.0,602707.0
8,부채총계,360514.0,405187.0,435426.0,456363.0,496287.0,481347.0,506707.0,534110.0
9,자본총계,39669.0,43447.0,48330.0,52928.0,61491.0,63293.0,66453.0,69423.0
10,자본총계(지배),38058.0,41697.0,46280.0,50978.0,59490.0,63275.0,66815.0,70255.0
11,자본총계(비지배),1611.0,1751.0,2050.0,,,,,
12,자본금,354.0,354.0,354.0,354.0,354.0,350.0,350.0,350.0
13,영업활동현금흐름,24331.0,31026.0,-3160.0,2464.0,21966.0,,,
14,투자활동현금흐름,-20659.0,-30135.0,-6042.0,1445.0,-23290.0,,,
15,재무활동현금흐름,-812.0,-940.0,5011.0,-448.0,-1164.0,,,
16,CAPEX,633.0,218.0,203.0,226.0,180.0,,,
17,FCF,,,,,,,,
18,이자발생부채,0.0,0.0,0.0,9296.0,9906.0,,,
19,영업이익률,3.55,4.25,4.86,4.13,2.74,4.84,5.73,6.94
20,순이익률,2.7,3.13,3.75,3.08,2.05,3.8,4.27,4.71
21,ROE(%),11.86,13.39,15.21,11.06,6.92,7.28,7.7,7.79
22,ROA(%),1.15,1.26,1.44,1.08,0.72,0.8,0.9,0.95
23,부채비율,908.8,932.59,900.94,862.24,807.09,760.5,762.5,769.35
24,자본유보율,11189.83,12257.02,13636.34,14935.07,17354.08,,,
25,EPS(원),5915.0,7396.0,9338.0,7522.0,5334.0,6314.0,7076.0,7542.0
26,PER(배),11.88,8.45,7.62,9.36,9.81,6.87,6.13,5.75
27,BPS(원),60125.0,65873.0,73115.0,80536.0,93984.0,104898.0,110767.0,116470.0
28,PBR(배),1.17,0.95,0.97,0.87,0.56,0.41,0.39,0.37
29,현금DPS(원),1550.0,1650.0,2300.0,2000.0,1500.0,1677.0,1914.0,2103.0
30,현금배당수익률,2.2,2.64,3.23,2.84,2.87,3.86,4.41,4.85
31,현금배당성향(%),23.43,19.94,22.02,23.77,25.14,26.56,27.05,27.89
32,발행주식수(보통주),70800000.0,70800000.0,70800000.0,70800000.0,70800000.0,,,
