,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,9879.0,10516.0,11387.0,12392.0,12743.0,14488.0,15837.0,16953.0
1,영업이익,929.0,994.0,967.0,1182.0,1219.0,1323.0,1483.0,1590.0
2,영업이익(발표기준),929.0,994.0,967.0,1182.0,1219.0,,,
3,세전계속사업이익,1075.0,1095.0,1045.0,1287.0,1281.0,1413.0,1585.0,1696.0
4,당기순이익,780.0,780.0,757.0,924.0,946.0,1040.0,1165.0,1255.0
5,당기순이익(지배),700.0,653.0,615.0,768.0,736.0,838.0,946.0,1009.0
6,당기순이익(비지배),80.0,126.0,142.0,155.0,209.0,,,
7,자산총계,14305.0,16751.0,16265.0,17409.0,20755.0,21971.0,23093.0,24902.0
8,부채총계,8069.0,9968.0,9409.0,9991.0,12945.0,13507.0,13926.0,14917.0
9,자본총계,6236.0,6783.0,6856.0,7418.0,7810.0,8464.0,9167.0,9985.0
10,자본총계(지배),6049.0,6546.0,6723.0,7275.0,7637.0,8158.0,8713.0,9375.0
11,자본총계(비지배),187.0,237.0,133.0,,,,,
12,자본금,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,영업활동현금흐름,683.0,1143.0,1155.0,45.0,1364.0,1112.0,1256.0,1295.0
14,투자활동현금흐름,-1667.0,-1057.0,350.0,551.0,-517.0,-647.0,-540.0,-600.0
15,재무활동현금흐름,1212.0,-252.0,-316.0,-340.0,-612.0,-325.0,-357.0,-404.0
16,CAPEX,143.0,119.0,88.0,87.0,81.0,124.0,119.0,98.0
17,FCF,540.0,1024.0,1067.0,-42.0,1283.0,879.0,1103.0,1142.0
18,이자발생부채,,,0.0,0.0,1355.0,,,
19,영업이익률,9.41,9.46,8.49,9.54,9.56,9.13,9.36,9.38
20,순이익률,7.9,7.41,6.64,7.46,7.42,7.18,7.36,7.41
21,ROE(%),13.73,10.38,9.27,10.98,9.88,10.62,11.21,11.16
22,ROA(%),5.99,5.02,4.58,5.49,4.96,4.87,5.17,5.23
23,부채비율,129.4,146.97,137.24,134.68,165.75,159.59,151.91,149.39
24,자본유보율,6057.86,6516.55,6930.65,7477.59,7879.52,,,
25,EPS(원),3696.0,3267.0,3074.0,3842.0,3681.0,4192.0,4729.0,5046.0
26,PER(배),18.94,17.48,23.81,16.47,19.26,12.33,10.93,10.25
27,BPS(원),30246.0,32728.0,33615.0,36374.0,38184.0,40788.0,43567.0,46873.0
28,PBR(배),2.31,1.74,2.18,1.74,1.86,1.27,1.19,1.1
29,현금DPS(원),900.0,950.0,1000.0,1500.0,1500.0,1668.0,1821.0,1943.0
30,현금배당수익률,1.29,1.66,1.37,2.37,2.12,3.23,3.52,3.76
31,현금배당성향(%),25.71,29.07,32.53,39.04,40.75,39.79,38.5,38.51
32,발행주식수(보통주),20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,
