,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,3680.0,4604.0,5216.0,5819.0,5876.0,6162.0,6852.0,7414.0
1,영업이익,490.0,821.0,792.0,936.0,1114.0,1269.0,1460.0,1598.0
2,영업이익(발표기준),490.0,821.0,792.0,936.0,1114.0,,,
3,세전계속사업이익,426.0,774.0,747.0,925.0,1181.0,1356.0,1513.0,1669.0
4,당기순이익,343.0,589.0,581.0,678.0,910.0,1027.0,1151.0,1264.0
5,당기순이익(지배),341.0,558.0,543.0,705.0,865.0,1015.0,1134.0,1234.0
6,당기순이익(비지배),2.0,31.0,38.0,-27.0,46.0,,,
7,자산총계,5210.0,6997.0,7233.0,7917.0,9392.0,9943.0,10893.0,11961.0
8,부채총계,2743.0,3586.0,3325.0,3445.0,4186.0,3864.0,3832.0,3863.0
9,자본총계,2468.0,3411.0,3909.0,4472.0,5206.0,6079.0,7059.0,8098.0
10,자본총계(지배),2420.0,2824.0,3207.0,3798.0,4486.0,5317.0,6256.0,7313.0
11,자본총계(비지배),47.0,588.0,701.0,,,,,
12,자본금,565.0,565.0,565.0,565.0,565.0,561.0,561.0,562.0
13,영업활동현금흐름,473.0,969.0,874.0,1006.0,1016.0,1405.0,1491.0,1596.0
14,투자활동현금흐름,-616.0,-1468.0,-329.0,-1215.0,-1401.0,-592.0,-688.0,-769.0
15,재무활동현금흐름,98.0,626.0,-295.0,-146.0,812.0,-546.0,-239.0,-231.0
16,CAPEX,586.0,384.0,310.0,1182.0,716.0,723.0,678.0,720.0
17,FCF,-113.0,585.0,564.0,-177.0,300.0,525.0,734.0,844.0
18,이자발생부채,1981.0,2502.0,2185.0,2168.0,3183.0,,,
19,영업이익률,13.31,17.84,15.18,16.08,18.96,20.6,21.32,21.56
20,순이익률,9.32,12.8,11.13,11.64,15.49,16.66,16.79,17.04
21,ROE(%),15.01,21.29,17.99,20.12,20.88,20.71,19.6,18.19
22,ROA(%),6.89,9.65,8.16,8.94,10.52,10.62,11.04,11.06
23,부채비율,111.14,105.12,85.06,77.03,80.42,63.56,54.29,47.71
24,자본유보율,316.74,398.76,473.38,590.15,712.46,,,
25,EPS(원),3023.0,4942.0,4804.0,6238.0,7655.0,8988.0,10042.0,10925.0
26,PER(배),20.54,16.86,15.09,12.42,13.85,10.85,9.71,8.92
27,BPS(원),21827.0,25465.0,28926.0,34251.0,40454.0,47953.0,56418.0,65952.0
28,PBR(배),2.85,3.27,2.51,2.26,2.62,2.03,1.73,1.48
29,현금DPS(원),800.0,1000.0,1000.0,1200.0,1500.0,1443.0,1443.0,1480.0
30,현금배당수익률,1.29,1.2,1.38,1.55,1.42,1.48,1.48,1.52
31,현금배당성향(%),25.98,19.86,20.44,18.88,19.24,16.05,14.37,13.55
32,발행주식수(보통주),11295195.0,11295195.0,11295195.0,11295195.0,11295195.0,,,
