,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,7766.0,6653.0,6523.0,7080.0,8166.0,,,
1,영업이익,1471.0,151.0,140.0,110.0,161.0,,,
2,영업이익(발표기준),2164.0,287.0,391.0,262.0,380.0,,,
3,세전계속사업이익,2337.0,189.0,334.0,188.0,354.0,,,
4,당기순이익,1774.0,79.0,308.0,180.0,307.0,,,
5,당기순이익(지배),1785.0,79.0,301.0,180.0,307.0,,,
6,당기순이익(비지배),-11.0,0.0,7.0,0.0,0.0,,,
7,자산총계,9320.0,9692.0,9388.0,9165.0,9108.0,,,
8,부채총계,3478.0,3217.0,2736.0,2635.0,2651.0,,,
9,자본총계,5842.0,6476.0,6652.0,6531.0,6457.0,,,
10,자본총계(지배),5837.0,6453.0,6652.0,6531.0,6457.0,,,
11,자본총계(비지배),6.0,23.0,0.0,,,,,
12,자본금,286.0,291.0,311.0,318.0,324.0,,,
13,영업활동현금흐름,469.0,765.0,-337.0,27.0,130.0,,,
14,투자활동현금흐름,549.0,-237.0,-230.0,39.0,-325.0,,,
15,재무활동현금흐름,-300.0,-449.0,-61.0,-182.0,91.0,,,
16,CAPEX,46.0,38.0,22.0,8.0,13.0,,,
17,FCF,423.0,727.0,-359.0,19.0,118.0,,,
18,이자발생부채,400.0,250.0,250.0,200.0,454.0,,,
19,영업이익률,18.94,2.27,2.14,1.55,1.98,,,
20,순이익률,22.85,1.19,4.72,2.54,3.77,,,
21,ROE(%),35.71,1.29,4.59,2.73,4.73,,,
22,ROA(%),21.19,0.84,3.23,1.94,3.36,,,
23,부채비율,59.52,49.68,41.14,40.34,41.06,,,
24,자본유보율,2009.51,2184.0,2134.2,2065.84,2064.64,,,
25,EPS(원),2704.0,120.0,456.0,273.0,466.0,,,
26,PER(배),42.33,450.87,235.0,284.2,82.35,,,
27,BPS(원),9111.0,9971.0,10280.0,10096.0,9982.0,,,
28,PBR(배),12.56,5.44,10.41,7.68,3.84,,,
29,현금DPS(원),433.0,0.0,189.0,192.0,196.0,,,
30,현금배당수익률,0.38,0.0,0.18,0.25,0.51,,,
31,현금배당성향(%),15.47,0.0,40.55,69.01,41.26,,,
32,발행주식수(보통주),66011149.0,66011149.0,66011150.0,66011149.0,66011149.0,,,
