,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS별도),2016/12  (IFRS별도),2017/12  (IFRS별도),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,5057.0,5482.0,5013.0,4803.0,4908.0,4017.0,5164.0,5565.0
1,영업이익,1184.0,1512.0,1082.0,1051.0,968.0,555.0,1107.0,1290.0
2,영업이익(발표기준),1184.0,1512.0,1082.0,1051.0,968.0,,,
3,세전계속사업이익,1210.0,1502.0,1073.0,1040.0,957.0,581.0,1106.0,1298.0
4,당기순이익,917.0,1143.0,805.0,777.0,724.0,415.0,837.0,983.0
5,당기순이익(지배),917.0,1143.0,805.0,777.0,724.0,386.0,846.0,993.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,6505.0,7302.0,7319.0,7658.0,9094.0,8932.0,9606.0,10176.0
8,부채총계,1943.0,2115.0,1999.0,2037.0,3243.0,3021.0,3313.0,3435.0
9,자본총계,4562.0,5187.0,5321.0,5621.0,5852.0,5910.0,6293.0,6741.0
10,자본총계(지배),4562.0,5187.0,5321.0,5621.0,5852.0,5848.0,6232.0,6741.0
11,자본총계(비지배),,,,,,,,
12,자본금,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0
13,영업활동현금흐름,865.0,1378.0,784.0,928.0,1176.0,638.0,1365.0,1410.0
14,투자활동현금흐름,-179.0,-898.0,-826.0,-419.0,-516.0,-9.0,-345.0,-295.0
15,재무활동현금흐름,-623.0,-516.0,-615.0,-453.0,-650.0,-455.0,-412.0,-546.0
16,CAPEX,531.0,338.0,95.0,79.0,55.0,205.0,238.0,238.0
17,FCF,334.0,1040.0,690.0,850.0,1121.0,305.0,1141.0,1134.0
18,이자발생부채,2.0,,4.0,2.0,984.0,,,
19,영업이익률,23.41,27.58,21.58,21.87,19.73,13.8,21.43,23.18
20,순이익률,18.14,20.86,16.07,16.18,14.75,10.34,16.2,17.66
21,ROE(%),20.67,23.46,15.33,,12.62,6.6,14.0,15.31
22,ROA(%),14.1,16.56,11.02,,8.64,4.61,9.03,9.93
23,부채비율,42.58,40.76,37.56,36.23,55.41,51.12,52.64,50.96
24,자본유보율,1374.4,1576.5,1620.3,1717.41,1792.06,,,
25,EPS(원),1483.0,1849.0,1302.0,1257.0,1170.0,625.0,1368.0,1606.0
26,PER(배),16.32,11.06,22.46,19.81,16.62,23.86,10.9,9.28
27,BPS(원),7376.0,8386.0,8602.0,9087.0,9460.0,9454.0,10076.0,10898.0
28,PBR(배),3.28,2.44,3.4,2.74,2.06,1.58,1.48,1.37
29,현금DPS(원),831.0,1000.0,730.0,710.0,659.0,587.0,747.0,818.0
30,현금배당수익률,3.43,4.89,2.5,2.85,3.39,3.94,5.02,5.49
31,현금배당성향(%),56.04,54.1,56.07,56.49,56.31,93.95,54.65,50.92
32,발행주식수(보통주),61855670.0,61855670.0,61855670.0,61855670.0,61855670.0,,,
