,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,1421.0,1386.0,1507.0,1942.0,1682.0,1736.0,1845.0,
1,영업이익,233.0,85.0,77.0,351.0,95.0,112.0,136.0,
2,영업이익(발표기준),233.0,85.0,77.0,351.0,95.0,,,
3,세전계속사업이익,318.0,210.0,149.0,1911.0,-14.0,86.0,101.0,
4,당기순이익,251.0,158.0,111.0,1457.0,-74.0,67.0,79.0,
5,당기순이익(지배),251.0,158.0,111.0,1457.0,-74.0,67.0,79.0,
6,당기순이익(비지배),,,,0.0,0.0,,,
7,자산총계,2537.0,2376.0,2362.0,4936.0,3885.0,3700.0,3873.0,
8,부채총계,285.0,230.0,249.0,802.0,620.0,495.0,716.0,
9,자본총계,2252.0,2146.0,2113.0,4134.0,3265.0,3205.0,3157.0,
10,자본총계(지배),2252.0,2146.0,2113.0,4134.0,3262.0,3203.0,3155.0,
11,자본총계(비지배),,,,,,,,
12,자본금,170.0,187.0,223.0,244.0,318.0,318.0,391.0,
13,영업활동현금흐름,103.0,-78.0,86.0,68.0,-234.0,421.0,47.0,
14,투자활동현금흐름,39.0,36.0,-74.0,350.0,181.0,-90.0,-93.0,
15,재무활동현금흐름,-143.0,-223.0,-180.0,345.0,-575.0,-127.0,146.0,
16,CAPEX,46.0,37.0,45.0,37.0,35.0,37.0,39.0,
17,FCF,57.0,-115.0,41.0,31.0,-269.0,,,
18,이자발생부채,,,0.0,0.0,21.0,,,
19,영업이익률,16.38,6.16,5.09,18.09,5.67,6.45,7.37,
20,순이익률,17.69,11.4,7.36,75.0,-4.42,3.86,4.28,
21,ROE(%),11.55,7.19,5.21,46.64,-2.0,2.07,2.48,
22,ROA(%),10.25,6.44,4.68,39.91,-1.69,1.77,2.09,
23,부채비율,12.66,10.72,11.8,19.39,19.0,15.44,22.68,
24,자본유보율,1371.8,1207.61,967.31,1481.63,1062.92,,,
25,EPS(원),378.0,237.0,166.0,2185.0,-111.0,103.0,122.0,
26,PER(배),38.06,74.79,104.49,10.86,,256.33,216.67,
27,BPS(원),3459.0,3294.0,3243.0,6201.0,5091.0,5145.0,5068.0,
28,PBR(배),4.16,5.39,5.36,3.83,2.82,5.13,5.21,
29,현금DPS(원),358.0,280.0,134.0,147.0,191.0,300.0,300.0,
30,현금배당수익률,2.49,1.58,0.77,0.62,1.33,1.14,1.14,
31,현금배당성향(%),90.75,113.51,77.65,6.71,-164.46,290.32,246.22,
32,발행주식수(보통주),66595239.0,66664779.0,66664779.0,66664779.0,66664779.0,,,
