,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,16570.0,18318.0,18481.0,18622.0,21990.0,23668.0,28417.0,30392.0
1,영업이익,3628.0,3832.0,3937.0,3567.0,2922.0,2147.0,3347.0,3827.0
2,영업이익(발표기준),3628.0,3832.0,3937.0,3567.0,2922.0,,,
3,세전계속사업이익,3887.0,4359.0,4456.0,3983.0,3386.0,2602.0,3790.0,4285.0
4,당기순이익,2803.0,3211.0,3022.0,2874.0,2430.0,1896.0,2779.0,3148.0
5,당기순이익(지배),2409.0,2758.0,2537.0,2390.0,1941.0,1542.0,2322.0,2657.0
6,당기순이익(비지배),394.0,453.0,485.0,485.0,489.0,,,
7,자산총계,61608.0,65873.0,67773.0,69886.0,76231.0,79896.0,83310.0,86205.0
8,부채총계,21300.0,22767.0,21596.0,21595.0,26438.0,28572.0,29662.0,29910.0
9,자본총계,40309.0,43106.0,46177.0,48291.0,49793.0,51324.0,53646.0,56293.0
10,자본총계(지배),34499.0,36938.0,39554.0,41325.0,42420.0,43672.0,45663.0,48032.0
11,자본총계(비지배),5810.0,6168.0,6623.0,,,,,
12,자본금,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0
13,영업활동현금흐름,4011.0,4420.0,4372.0,4353.0,3775.0,4430.0,4744.0,5059.0
14,투자활동현금흐름,-5421.0,-5244.0,-1457.0,-1341.0,-5020.0,-3505.0,-3375.0,-3240.0
15,재무활동현금흐름,1673.0,1084.0,-2751.0,-1465.0,-629.0,39.0,-505.0,-767.0
16,CAPEX,5012.0,3335.0,3144.0,2213.0,2735.0,3231.0,2707.0,2417.0
17,FCF,-1001.0,1085.0,1228.0,2140.0,1040.0,1432.0,1780.0,2271.0
18,이자발생부채,7195.0,8591.0,6197.0,4991.0,9326.0,,,
19,영업이익률,21.9,20.92,21.3,19.15,13.29,9.07,11.78,12.59
20,순이익률,16.91,17.53,16.35,15.43,11.05,8.01,9.78,10.36
21,ROE(%),7.2,7.72,6.63,5.91,4.64,3.58,5.2,5.67
22,ROA(%),4.73,5.04,4.52,4.18,3.33,2.43,3.41,3.71
23,부채비율,52.84,52.82,46.77,44.72,53.1,55.67,55.29,53.13
24,자본유보율,2889.96,3116.85,3332.35,3515.01,3641.09,,,
25,EPS(원),10294.0,11784.0,10841.0,10211.0,8296.0,6588.0,9921.0,11352.0
26,PER(배),12.29,9.25,9.64,8.85,10.02,9.71,6.45,5.64
27,BPS(원),151369.0,162716.0,175349.0,183201.0,190027.0,197706.0,206719.0,217444.0
28,PBR(배),0.84,0.67,0.6,0.49,0.44,0.32,0.31,0.29
29,현금DPS(원),700.0,700.0,800.0,900.0,1000.0,1006.0,1056.0,1113.0
30,현금배당수익률,0.55,0.64,0.77,1.0,1.2,1.57,1.65,1.74
31,현금배당성향(%),6.62,5.77,7.11,8.5,11.5,15.27,10.65,9.81
32,발행주식수(보통주),23402441.0,23402441.0,23402441.0,23402441.0,23402441.0,,,
