,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,283839.0,265041.0,277902.0,243366.0,234756.0,219391.0,233049.0,241034.0
1,영업이익,16256.0,13114.0,24616.0,929.0,-13594.0,-5814.0,4199.0,7224.0
2,영업이익(발표기준),16256.0,13114.0,24616.0,929.0,-13594.0,,,
3,세전계속사업이익,14340.0,13162.0,23326.0,-914.0,-33442.0,-8407.0,2162.0,5230.0
4,당기순이익,10235.0,9315.0,19371.0,-1794.0,-28721.0,-6667.0,1620.0,4164.0
5,당기순이익(지배),9666.0,9067.0,18028.0,-2072.0,-28297.0,-6554.0,1628.0,4129.0
6,당기순이익(비지배),569.0,248.0,1343.0,278.0,-424.0,,,
7,자산총계,225772.0,248843.0,291597.0,331757.0,355746.0,357016.0,363394.0,371368.0
8,부채총계,98722.0,114219.0,141782.0,182895.0,230863.0,236298.0,240438.0,243627.0
9,자본총계,127050.0,134624.0,149815.0,148862.0,124883.0,120717.0,122957.0,127741.0
10,자본총계(지배),121930.0,129560.0,143735.0,139792.0,113405.0,109536.0,111569.0,116205.0
11,자본총계(비지배),5120.0,5064.0,6080.0,,,,,
12,자본금,17891.0,17891.0,17891.0,17891.0,17891.0,18373.0,18373.0,18403.0
13,영업활동현금흐름,27266.0,36409.0,67642.0,44841.0,27065.0,36407.0,46766.0,47998.0
14,투자활동현금흐름,-27319.0,-31892.0,-64811.0,-76753.0,-67554.0,-37709.0,-34155.0,-33630.0
15,재무활동현금흐름,-1745.0,3079.0,8622.0,29529.0,49879.0,11173.0,1674.0,-1312.0
16,CAPEX,23650.0,37359.0,65924.0,79422.0,69270.0,36826.0,34033.0,33750.0
17,FCF,3616.0,-950.0,1718.0,-34581.0,-42204.0,-392.0,12854.0,14657.0
18,이자발생부채,42242.0,47788.0,56031.0,85588.0,135694.0,,,
19,영업이익률,5.73,4.95,8.86,0.38,-5.79,-2.65,1.8,3.0
20,순이익률,3.61,3.52,6.97,-0.74,-12.23,-3.04,0.7,1.73
21,ROE(%),8.18,7.21,13.19,-1.46,-22.35,-5.88,1.47,3.63
22,ROA(%),4.49,3.92,7.17,-0.58,-8.36,-1.87,0.45,1.13
23,부채비율,77.7,84.84,94.64,122.86,184.86,195.74,195.55,190.72
24,자본유보율,581.84,629.12,719.51,698.18,545.22,,,
25,EPS(원),2701.0,2534.0,5038.0,-579.0,-7908.0,-1832.0,455.0,1154.0
26,PER(배),9.09,12.41,5.93,,,,22.42,8.84
27,BPS(원),34076.0,36209.0,40170.0,39068.0,31694.0,30612.0,31181.0,32476.0
28,PBR(배),0.72,0.87,0.74,0.46,0.51,0.33,0.33,0.31
29,현금DPS(원),500.0,500.0,500.0,,,0.0,6.0,11.0
30,현금배당수익률,2.04,1.59,1.67,,,0.0,0.06,0.1
31,현금배당성향(%),18.51,19.73,9.92,0.0,0.0,,1.39,0.91
32,발행주식수(보통주),357815700.0,357815700.0,357815700.0,357815700.0,357815700.0,,,
