,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,187980.0,171980.0,301094.0,404451.0,269907.0,322693.0,397431.0,434016.0
1,영업이익,53361.0,32767.0,137213.0,208438.0,27127.0,63185.0,118659.0,126927.0
2,영업이익(발표기준),53361.0,32767.0,137213.0,208438.0,27127.0,,,
3,세전계속사업이익,52691.0,32165.0,134396.0,213410.0,24427.0,62736.0,117878.0,125962.0
4,당기순이익,43236.0,29605.0,106422.0,155400.0,20164.0,47440.0,89970.0,97092.0
5,당기순이익(지배),43224.0,29538.0,106415.0,155401.0,20133.0,47604.0,89866.0,96965.0
6,당기순이익(비지배),12.0,67.0,7.0,-1.0,31.0,,,
7,자산총계,296779.0,322160.0,454185.0,636583.0,647895.0,701110.0,789041.0,874638.0
8,부채총계,82902.0,81925.0,115975.0,168060.0,168463.0,181539.0,189401.0,189690.0
9,자본총계,213877.0,240235.0,338209.0,468523.0,479432.0,519572.0,599640.0,684948.0
10,자본총계(지배),213869.0,240170.0,338153.0,468457.0,479284.0,519337.0,598301.0,685258.0
11,자본총계(비지배),8.0,66.0,56.0,,,,,
12,자본금,36577.0,36577.0,36577.0,36577.0,36577.0,36579.0,36579.0,36579.0
13,영업활동현금흐름,93195.0,55489.0,146906.0,222272.0,64832.0,127579.0,169891.0,182553.0
14,투자활동현금흐름,-71255.0,-62305.0,-119192.0,-214287.0,-104509.0,-101216.0,-133677.0,-124160.0
15,재무활동현금흐름,-14623.0,1169.0,-3519.0,-13953.0,39032.0,-3988.0,-11665.0,-12643.0
16,CAPEX,67746.0,59564.0,91283.0,160361.0,139202.0,93224.0,124078.0,117133.0
17,FCF,25449.0,-4074.0,55623.0,61911.0,-74371.0,41484.0,54359.0,75161.0
18,이자발생부채,38186.0,43360.0,41713.0,52819.0,117243.0,,,
19,영업이익률,28.39,19.05,45.57,51.54,10.05,19.58,29.86,29.24
20,순이익률,23.0,17.21,35.34,38.42,7.47,14.7,22.64,22.37
21,ROE(%),21.93,13.01,36.8,38.53,4.25,9.53,16.08,15.11
22,ROA(%),15.29,9.57,27.42,28.49,3.14,7.03,12.07,11.67
23,부채비율,38.76,34.1,34.29,35.87,35.14,34.94,31.59,27.69
24,자본유보율,505.86,579.89,859.32,1262.49,1287.01,,,
25,EPS(원),5937.0,4057.0,14617.0,21346.0,2766.0,6539.0,12344.0,13319.0
26,PER(배),5.18,11.02,5.23,2.83,34.03,12.46,6.6,6.12
27,BPS(원),30293.0,34018.0,47897.0,68488.0,70071.0,75926.0,87471.0,100184.0
28,PBR(배),1.02,1.31,1.6,0.88,1.34,1.07,0.93,0.81
29,현금DPS(원),500.0,600.0,1000.0,1500.0,1000.0,1122.0,1350.0,1515.0
30,현금배당수익률,1.63,1.34,1.31,2.48,1.06,1.38,1.66,1.86
31,현금배당성향(%),8.17,14.34,6.63,6.6,33.97,17.15,10.93,11.38
32,발행주식수(보통주),728002365.0,728002365.0,728002365.0,728002365.0,728002365.0,,,
