,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,8132.0,8207.0,8122.0,7631.0,7619.0,7198.0,7304.0,7415.0
1,영업이익,430.0,428.0,455.0,256.0,294.0,76.0,268.0,282.0
2,영업이익(발표기준),430.0,428.0,455.0,256.0,294.0,,,
3,세전계속사업이익,601.0,536.0,545.0,281.0,252.0,14.0,238.0,250.0
4,당기순이익,461.0,418.0,416.0,192.0,172.0,8.0,180.0,192.0
5,당기순이익(지배),448.0,426.0,417.0,188.0,169.0,10.0,174.0,182.0
6,당기순이익(비지배),13.0,-8.0,-1.0,4.0,3.0,,,
7,자산총계,8206.0,8481.0,8571.0,8303.0,9199.0,8623.0,8472.0,8450.0
8,부채총계,1767.0,1853.0,1802.0,2135.0,3066.0,2810.0,2619.0,2546.0
9,자본총계,6440.0,6628.0,6769.0,6168.0,6132.0,5813.0,5852.0,5904.0
10,자본총계(지배),6353.0,6548.0,6706.0,6127.0,6090.0,5772.0,5806.0,5848.0
11,자본총계(비지배),87.0,80.0,63.0,,,,,
12,자본금,521.0,521.0,521.0,521.0,521.0,520.0,520.0,520.0
13,영업활동현금흐름,523.0,858.0,929.0,642.0,751.0,621.0,568.0,586.0
14,투자활동현금흐름,-169.0,-645.0,-1023.0,-250.0,-150.0,-432.0,-400.0,-398.0
15,재무활동현금흐름,-419.0,-255.0,-263.0,-414.0,-548.0,-192.0,-238.0,-160.0
16,CAPEX,174.0,346.0,471.0,222.0,112.0,356.0,334.0,334.0
17,FCF,349.0,511.0,459.0,419.0,639.0,,,
18,이자발생부채,283.0,282.0,281.0,299.0,1257.0,,,
19,영업이익률,5.29,5.22,5.6,3.36,3.86,1.06,3.68,3.8
20,순이익률,5.66,5.09,5.12,2.52,2.25,0.12,2.46,2.58
21,ROE(%),7.09,6.6,6.3,2.94,2.76,0.16,3.01,3.12
22,ROA(%),5.54,5.01,4.88,2.28,1.96,0.1,2.1,2.26
23,부채비율,27.43,27.96,26.61,34.61,50.01,48.34,44.75,43.12
24,자본유보율,1161.64,1198.79,1238.71,1246.02,1240.92,,,
25,EPS(원),430.0,409.0,401.0,181.0,162.0,9.0,168.0,174.0
26,PER(배),20.69,19.89,20.46,37.01,37.64,499.28,27.18,26.13
27,BPS(원),7041.0,7266.0,7501.0,7006.0,7083.0,6877.0,6918.0,6967.0
28,PBR(배),1.26,1.12,1.09,0.96,0.86,0.66,0.66,0.65
29,현금DPS(원),240.0,240.0,240.0,210.0,170.0,160.0,160.0,160.0
30,현금배당수익률,2.7,2.95,2.93,3.13,2.79,3.51,3.51,3.51
31,현금배당성향(%),48.98,51.21,51.8,98.87,87.81,1426.57,77.66,74.67
32,발행주식수(보통주),84702850.0,84702850.0,84702850.0,84702850.0,84702850.0,,,
