,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,33091.0,29848.0,27257.0,24119.0,24593.0,26648.0,27941.0,28476.0
1,영업이익,-1929.0,1062.0,454.0,-1962.0,-2799.0,417.0,667.0,876.0
2,영업이익(발표기준),-1929.0,1062.0,454.0,-1962.0,-2799.0,,,
3,세전계속사업이익,-2970.0,231.0,-479.0,-3241.0,-3494.0,23.0,197.0,476.0
4,당기순이익,-3045.0,231.0,-463.0,-3080.0,-3557.0,90.0,154.0,358.0
5,당기순이익(지배),-3062.0,218.0,-474.0,-3008.0,-3543.0,115.0,159.0,360.0
6,당기순이익(비지배),17.0,13.0,11.0,-72.0,-14.0,,,
7,자산총계,50439.0,44732.0,40839.0,40022.0,40843.0,41915.0,41936.0,39978.0
8,부채총계,36063.0,30060.0,26656.0,28942.0,32014.0,31120.0,30982.0,28429.0
9,자본총계,14377.0,14672.0,14183.0,11080.0,8829.0,10795.0,10954.0,11549.0
10,자본총계(지배),13587.0,13920.0,13440.0,10440.0,8240.0,10441.0,10618.0,10981.0
11,자본총계(비지배),789.0,752.0,743.0,,,,,
12,자본금,4250.0,4250.0,4250.0,4250.0,4250.0,4496.0,4496.0,4558.0
13,영업활동현금흐름,-5645.0,6111.0,2192.0,-142.0,-2009.0,1296.0,864.0,1489.0
14,투자활동현금흐름,-553.0,556.0,312.0,-381.0,-136.0,68.0,-366.0,-396.0
15,재무활동현금흐름,7642.0,-3435.0,-3918.0,-195.0,2308.0,-106.0,-699.0,-904.0
16,CAPEX,550.0,199.0,280.0,300.0,186.0,218.0,223.0,200.0
17,FCF,-6194.0,5912.0,1913.0,-442.0,-2196.0,1648.0,-101.0,553.0
18,이자발생부채,21437.0,18128.0,14070.0,13921.0,15042.0,,,
19,영업이익률,-5.83,3.56,1.67,-8.13,-11.38,1.56,2.39,3.08
20,순이익률,-9.2,0.78,-1.7,-12.77,-14.46,0.34,0.55,1.26
21,ROE(%),-20.28,1.59,-3.46,-25.2,-37.93,1.23,1.51,3.33
22,ROA(%),-6.45,0.49,-1.08,-7.62,-8.8,0.22,0.37,0.88
23,부채비율,250.84,204.88,187.94,261.21,362.61,288.28,282.84,246.16
24,자본유보율,220.31,227.66,216.78,146.59,59.32,,,
25,EPS(원),-3602.0,257.0,-557.0,-3539.0,-4168.0,135.0,187.0,423.0
26,PER(배),,70.66,,,,116.41,84.41,37.21
27,BPS(원),15985.0,16376.0,15811.0,12282.0,9695.0,12284.0,12492.0,12919.0
28,PBR(배),0.92,1.11,1.19,2.27,1.61,1.28,1.26,1.22
29,현금DPS(원),0.0,0.0,,,,0.0,0.0,0.0
30,현금배당수익률,0.0,0.0,,,,0.0,0.0,0.0
31,현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
32,발행주식수(보통주),85000000.0,85000000.0,85000000.0,85000000.0,85000000.0,,,
