,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,52663.0,50066.0,60493.0,59649.0,56584.0,52774.0,54630.0,55254.0
1,영업이익,1694.0,2566.0,2413.0,1450.0,1646.0,1906.0,1972.0,2013.0
2,영업이익(발표기준),1936.0,2566.0,2413.0,1450.0,1646.0,,,
3,세전계속사업이익,-2145.0,459.0,377.0,-3270.0,-825.0,-404.0,324.0,481.0
4,당기순이익,-2244.0,708.0,48.0,-3045.0,-817.0,-508.0,222.0,346.0
5,당기순이익(지배),-2387.0,613.0,45.0,-2979.0,-685.0,-503.0,224.0,348.0
6,당기순이익(비지배),143.0,95.0,2.0,-66.0,-132.0,,,
7,자산총계,68959.0,63247.0,60910.0,57302.0,54390.0,52904.0,52832.0,52550.0
8,부채총계,46500.0,40353.0,37203.0,36980.0,34939.0,33571.0,33464.0,32924.0
9,자본총계,22459.0,22893.0,23707.0,20322.0,19451.0,19333.0,19368.0,19626.0
10,자본총계(지배),20551.0,21796.0,22540.0,19257.0,18497.0,18375.0,18418.0,18677.0
11,자본총계(비지배),1908.0,1097.0,1166.0,,,,,
12,자본금,5889.0,5892.0,5892.0,5892.0,5892.0,5890.0,5890.0,5890.0
13,영업활동현금흐름,9592.0,8883.0,902.0,2294.0,2135.0,2445.0,2229.0,2418.0
14,투자활동현금흐름,5669.0,-1012.0,-145.0,-730.0,-652.0,-997.0,-911.0,-798.0
15,재무활동현금흐름,-14759.0,-6795.0,-1831.0,-1942.0,-1008.0,-1649.0,-238.0,-811.0
16,CAPEX,920.0,1123.0,596.0,619.0,488.0,800.0,645.0,645.0
17,FCF,8673.0,7760.0,306.0,1675.0,1647.0,1299.0,1336.0,1741.0
18,이자발생부채,37230.0,30879.0,28632.0,26869.0,26796.0,,,
19,영업이익률,3.22,5.13,3.99,2.43,2.91,3.61,3.61,3.64
20,순이익률,-4.26,1.41,0.08,-5.1,-1.44,-0.96,0.41,0.63
21,ROE(%),-11.23,2.9,0.2,-14.25,-3.63,-2.73,1.21,1.87
22,ROA(%),-2.85,1.07,0.08,-5.15,-1.46,-0.95,0.42,0.66
23,부채비율,207.04,176.27,156.93,181.97,179.63,173.64,172.78,167.76
24,자본유보율,143.68,154.23,156.1,99.38,85.2,,,
25,EPS(원),-2503.0,643.0,47.0,-3121.0,-718.0,-527.0,234.0,364.0
26,PER(배),,17.2,231.73,,,,18.21,11.71
27,BPS(원),22004.0,23347.0,24141.0,20372.0,19568.0,19860.0,19906.0,20186.0
28,PBR(배),0.26,0.47,0.46,0.35,0.3,0.21,0.21,0.21
29,현금DPS(원),0.0,150.0,100.0,,,0.0,0.0,0.0
30,현금배당수익률,0.0,1.36,0.91,,,0.0,0.0,0.0
31,현금배당성향(%),0.0,22.85,206.11,0.0,0.0,,,
32,발행주식수(보통주),95358542.0,95420177.0,95432737.0,95432737.0,95432737.0,,,
