,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS별도),2016/12  (IFRS별도),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,4014.0,4091.0,4227.0,4604.0,5243.0,5706.0,6201.0,6646.0
1,영업이익,276.0,220.0,10.0,250.0,391.0,406.0,546.0,522.0
2,영업이익(발표기준),276.0,220.0,10.0,250.0,391.0,,,
3,세전계속사업이익,278.0,215.0,764.0,266.0,425.0,403.0,536.0,507.0
4,당기순이익,203.0,57.0,565.0,203.0,322.0,302.0,407.0,385.0
5,당기순이익(지배),203.0,57.0,567.0,203.0,322.0,303.0,407.0,385.0
6,당기순이익(비지배),,,-2.0,,,,,
7,자산총계,3309.0,3980.0,4025.0,4500.0,5076.0,5967.0,6394.0,6122.0
8,부채총계,1350.0,2026.0,1529.0,1939.0,2247.0,2863.0,2915.0,2368.0
9,자본총계,1959.0,1954.0,2497.0,2561.0,2830.0,3104.0,3480.0,3754.0
10,자본총계(지배),1959.0,1954.0,2497.0,2561.0,2830.0,3122.0,3450.0,3754.0
11,자본총계(비지배),,,,,,,,
12,자본금,201.0,211.0,221.0,221.0,221.0,221.0,221.0,221.0
13,영업활동현금흐름,171.0,94.0,-246.0,389.0,470.0,348.0,551.0,579.0
14,투자활동현금흐름,-205.0,324.0,-245.0,-564.0,-591.0,-547.0,-616.0,-856.0
15,재무활동현금흐름,191.0,-385.0,395.0,87.0,90.0,574.0,-66.0,-42.0
16,CAPEX,162.0,251.0,630.0,548.0,670.0,544.0,600.0,850.0
17,FCF,9.0,-157.0,-876.0,-159.0,-200.0,-510.0,-140.0,
18,이자발생부채,573.0,255.0,663.0,861.0,988.0,,,
19,영업이익률,6.87,5.38,0.24,5.42,7.45,7.12,8.8,7.85
20,순이익률,5.06,1.39,13.36,4.41,6.15,5.29,6.56,5.79
21,ROE(%),10.88,2.9,,8.03,11.96,10.18,12.38,10.69
22,ROA(%),6.62,1.56,,4.76,6.73,5.47,6.58,6.15
23,부채비율,68.89,103.66,61.23,75.72,79.4,92.22,83.75,63.08
24,자본유보율,899.77,875.33,1076.24,1128.04,1249.52,,,
25,EPS(원),459.0,128.0,1283.0,459.0,729.0,654.0,854.0,808.0
26,PER(배),23.44,96.67,7.48,21.72,22.77,22.55,17.27,18.24
27,BPS(원),4566.0,4596.0,5874.0,6092.0,6731.0,6866.0,7589.0,8258.0
28,PBR(배),2.36,2.7,1.63,1.64,2.47,2.15,1.94,1.79
29,현금DPS(원),36.0,38.0,160.0,60.0,100.0,75.0,75.0,100.0
30,현금배당수익률,0.34,0.31,1.67,0.6,0.6,0.51,0.51,0.68
31,현금배당성향(%),7.67,28.55,11.99,12.42,13.05,10.94,8.15,11.48
32,발행주식수(보통주),44200000.0,44200000.0,44200000.0,44200000.0,44200000.0,,,
