,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,78842.0,75894.0,74874.0,78805.0,73146.0,67982.0,72331.0,74908.0
1,영업이익,5009.0,2627.0,167.0,50.0,1019.0,1413.0,1728.0,2055.0
2,영업이익(발표기준),5009.0,2627.0,167.0,50.0,1019.0,,,
3,세전계속사업이익,4433.0,2328.0,-971.0,-706.0,495.0,1593.0,1515.0,1888.0
4,당기순이익,3269.0,1307.0,-630.0,-556.0,552.0,1047.0,1151.0,1434.0
5,당기순이익(지배),3269.0,1307.0,-630.0,-556.0,552.0,1045.0,1151.0,1434.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,66831.0,70221.0,71937.0,71074.0,67743.0,68283.0,70402.0,72464.0
8,부채총계,35199.0,37635.0,40536.0,40705.0,36825.0,36513.0,37687.0,38583.0
9,자본총계,31632.0,32586.0,31401.0,30369.0,30918.0,31771.0,32715.0,33880.0
10,자본총계(지배),31632.0,32586.0,31401.0,30369.0,30918.0,31784.0,32763.0,33977.0
11,자본총계(비지배),,,,,,,,
12,자본금,1360.0,1360.0,1360.0,1360.0,1360.0,1354.0,1354.0,1354.0
13,영업활동현금흐름,6265.0,3546.0,727.0,-1133.0,4442.0,3413.0,3321.0,3645.0
14,투자활동현금흐름,-8750.0,-4700.0,-2344.0,-4639.0,-2488.0,-2084.0,-2835.0,-2993.0
15,재무활동현금흐름,3453.0,3314.0,3112.0,-209.0,-1521.0,-286.0,70.0,-3.0
16,CAPEX,5760.0,4383.0,3081.0,1740.0,1784.0,2001.0,2249.0,2396.0
17,FCF,505.0,-837.0,-2354.0,-2874.0,2658.0,1316.0,1006.0,1431.0
18,이자발생부채,15766.0,19616.0,22528.0,22795.0,21617.0,,,
19,영업이익률,6.35,3.46,0.22,0.06,1.39,2.08,2.39,2.74
20,순이익률,4.15,1.72,-0.84,-0.71,0.76,1.54,1.59,1.91
21,ROE(%),10.87,4.07,-1.97,-1.8,1.8,3.33,3.57,4.3
22,ROA(%),5.18,1.91,-0.89,-0.78,0.8,1.54,1.66,2.01
23,부채비율,111.28,115.49,129.09,134.03,119.11,114.92,115.2,113.88
24,자본유보율,2271.59,2346.07,2285.12,2221.65,2243.08,,,
25,EPS(원),12020.0,4807.0,-2317.0,-2043.0,2030.0,3841.0,4233.0,5273.0
26,PER(배),9.32,15.19,,,24.73,9.74,8.84,7.09
27,BPS(원),119088.0,122680.0,118219.0,114335.0,116401.0,119660.0,123348.0,127915.0
28,PBR(배),0.94,0.6,0.55,0.32,0.43,0.31,0.3,0.29
29,현금DPS(원),1100.0,1100.0,600.0,600.0,700.0,712.0,731.0,696.0
30,현금배당수익률,0.98,1.51,0.92,1.66,1.39,1.9,1.95,1.86
31,현금배당성향(%),8.94,22.35,-25.3,-28.68,33.68,18.52,17.27,13.2
32,발행주식수(보통주),27195083.0,27195083.0,27195083.0,27195083.0,27195083.0,,,
